---nodes---
henry lawson|19.6007,5.28566,16.5103
fitzhenry|19.6293,5.853,15.6393
robert|-10.1538,-8.44282,-10.4012
cambooya|6.37136,24.3207,11.6494
harrow|6.25752,23.4629,12.2068
louisa|10.3924,12.0646,-17.9402
power station|4.88989,20.989,-3.62736
nero|5.39711,21.4609,-2.79441
taxi|-6.24463,-3.66479,-9.93543
keogh|9.48343,-19.7686,-7.66888
oldfield|9.2437,-18.9028,-8.89203
blackall|-13.0373,-3.49338,4.49685
downs|-13.9514,-1.87251,0.00283906
bicycles|-13.9404,-0.538629,-12.6387
deakin|9.77993,-8.25523,7.05711
camping|19.9666,6.0118,11.8241
boy scouts|19.8111,5.52523,10.7768
adelaide|-13.2892,-1.93477,-3.29869
road safety|3.83031,-23.096,-4.9249
pedestrian|3.07183,-22.3779,-4.76799
adams|-9.1427,-5.36345,18.1564
tutor|17.3123,3.93548,-0.753419
forrest|-12.6915,-2.82906,-2.39812
aboriginal|-11.0735,-5.35975,-1.52812
natives|-11.6047,-7.79302,-0.0514085
java|-10.2268,-2.53766,0.904898
sykes|17.8505,1.79479,-13.3842
australian art|10.4211,-15.6805,11.3475
carnegie|11.1085,-16.0557,12.0859
asia.|-6.92486,-5.77696,-2.1915
saxophone|19.1694,2.11541,-4.89301
commentary|19.6621,1.33298,-4.30564
hammett|18.7454,2.98461,-5.42574
contemporary art|14.0968,-0.104481,8.42171
market street|13.2218,0.360152,7.78552
dentistry|19.6147,-1.70451,14.3693
veterinary science|18.7365,-2.10589,13.9588
violin|-17.2451,-0.0916066,9.80128
burns|-8.45849,6.96293,-6.84304
darwin|-13.3804,-3.46539,-2.37343
dickens|-16.8574,-12.409,-10.0246
shamrock|-15.9714,-12.2475,-10.6288
wheeler|-9.45433,-3.6708,-9.00665
federation|-9.82164,-4.12426,-10.5864
oceania|18.5599,9.80042,-3.28296
tahiti|17.5245,9.89763,-3.45773
military hospital|-14.0735,10.4922,-17.978
pavilion|-13.2703,10.5141,-18.645
prince of wales|-10.2188,-17.1043,11.9883
king george v|-9.96174,-18.1872,11.9926
jupiter|18.4737,-0.127974,-13.6479
olympic games|0.0865458,-11.1734,-23.3984
olymp|-0.840392,-11.6146,-23.6154
quartet|-17.0055,2.97184,14.2837
anzacs|-8.00485,-5.26887,5.26658
st george|-11.1508,-4.98195,-5.66025
leichhardt|-12.5834,-4.64212,-5.53724
pennington|5.48416,-16.3845,8.85828
clement|4.93939,-15.9323,8.13637
matilda|8.75547,6.28892,-16.6487
waltz|8.44544,7.42264,-17.095
moreton bay|-13.5806,-7.105,2.60497
daly|-12.8449,-0.652108,-0.698183
goulburn|-7.54077,-5.73169,-0.646021
botany|-10.1754,21.4441,-4.00404
doyle|-10.377,21.6906,-3.00987
launches|-12.6448,0.160695,-13.2733
punjab|8.64422,-1.30757,25.2613
byron|-3.73942,-22.1899,-12.2275
hogan|-3.81231,-21.1603,-12.3329
presbyterian church|-6.17198,-15.2354,-17.6356
presbyterian|-5.29214,-15.5714,-18.1705
messiah|-17.8181,6.6429,9.98729
lacey|1.11151,18.9422,13.418
desmond|1.53728,19.9287,13.771
boer war|14.8899,-4.80352,-3.96195
digger|14.1749,-5.48621,-3.58453
horticulture|9.8053,-15.1744,17.2729
rodeo|9.7505,-15.7453,16.4154
england.|-10.7619,-5.7487,-6.01959
mckinnon|15.0289,16.954,8.88844
gold coast|22.8694,11.9868,6.24635
west africa|23.5799,12.5537,6.85475
carver|22.9817,-3.26087,2.98184
carver,|21.9373,-3.28141,2.87635
waterson|14.1687,2.33646,1.52609
allerton|13.5043,2.08782,0.695612
oxley|4.58351,12.8926,-6.00691
hendra|3.65409,11.6014,-5.97634
gold rush|5.68959,4.47399,24.0569
sarah|15.1665,5.55407,16.5734
reedy|-13.5752,-4.07252,6.17146
nurses|-10.8201,-6.78984,-8.32035
mcwilliam|7.10382,4.89049,-12.2025
skinner|8.03144,5.60799,-13.7487
goats|15.931,-14.7887,-10.7511
skins|15.6239,-16.0211,-10.409
kangaroo|16.0778,-14.1456,-9.57487
wallaroo|15.5303,-14.3344,-11.8836
catalogue|14.9433,-14.3381,-10.0491
kitt|16.9482,-15.3205,-11.432
aborigines|-12.5113,-7.43047,-0.207891
pharmaceutical|7.91922,-23.7949,1.62714
chemists|7.05133,-23.3189,1.26886
daunt|2.0262,12.8784,15.954
italia|-6.8247,0.537313,-3.81372
leigh|2.31409,5.20345,20.5307
moloney|2.4128,-10.9243,21.4302
jerusalem|-7.40263,-2.60648,0.667735
land sales|21.7427,16.3308,8.52515
arabs|21.7987,15.3463,8.06883
montague|10.4589,-2.63927,-5.84192
albion park|3.00689,12.25,-6.99542
yule|7.17761,26.6735,-0.99727
ellison|6.42843,26.0552,-1.37657
farms|-12.8924,-1.35198,-11.5362
george allen|8.61055,-9.45426,9.8
unwin|7.83277,-8.62851,9.79992
australian music|-0.169516,-12.3785,-14.4172
pianoforte|-1.03658,-12.6723,-15.0487
kamilaroi|-15.5244,9.09327,-9.80068
pettit|-8.201,13.6218,6.03962
blume|-8.22779,14.5786,5.42408
government house|-11.7892,-5.30551,0.000691671
duke|-11.9395,-4.02055,-0.00119819
hull|-4.79925,-2.97322,-6.16818
telfer|17.0528,-6.17967,13.8165
john hall|16.8343,-7.11266,13.3385
quay|2.82473,24.7141,3.71351
dolan|0.331831,4.31625,6.83882
purdon|-4.47522,6.43597,15.5398
red hill|-10.6661,-9.36086,-10.2361
rimini|6.13924,21.4332,14.4563
gothic|5.22036,20.9423,14.4263
football team|18.3176,12.6526,4.65454
footballers|18.8403,13.5394,4.2772
murphy|-8.80242,2.17663,-5.42548
talbot|16.1412,9.29758,-16.2679
camouflage|15.8601,8.07539,-16.433
charles chauvel|-17.5848,16.1582,2.97041
murwillumbah|-4.22449,-4.31052,12.9555
tweed heads|-2.98129,-4.29307,13.0168
gayndah|-1.91518,9.68119,-4.41058
cows|14.2778,-17.4336,5.00729
bullocks|15.2324,-15.2718,5.28133
pigs|15.1744,-15.7749,3.71984
mcrae|6.09666,9.80011,-6.02333
mosaic|-13.4818,-11.1705,17.3499
geebung|-12.6611,-10.9482,18.286
cooran|-11.826,-10.8376,19.0723
harrison|-7.19114,-4.35109,-6.17817
yachting|-1.5157,18.2589,-5.44394
carlin|-3.19813,17.9366,-6.36568
girl guides|20.8121,5.08478,10.3825
mankind|15.8341,-13.2415,13.1612
forestry|-5.09596,19.64,6.27356
forests|-4.27186,20.3645,6.16126
clark|-11.0163,4.16797,-6.79842
burke|-8.6505,-4.19578,0.00193493
langley|9.0681,7.56598,9.27618
all saints|9.99426,8.09641,9.77869
broughton|-12.8362,22.3021,9.55668
warby|11.0457,-2.04159,12.8605
kyogle|-2.45942,-3.27379,11.6532
brodribb|-8.59481,12.7828,7.01716
metal work|6.16547,6.01703,7.30085
sheet metal|7.13375,6.44843,7.89009
errol flynn|-1.02938,15.1833,0.961772
nora|-0.988937,16.0539,0.383552
rotunda|-4.29227,8.10263,15.0683
martens|-16.8149,-10.6634,6.30265
corser|-17.1017,-11.5777,5.43531
nundah|17.0387,17.2442,1.39997
kite|18.07,17.491,1.84811
witch|16.4361,16.2463,1.49358
robin hood|-0.860701,-2.68713,9.79964
hackney|-2.73659,9.1023,-22.283
sulky|-2.21029,9.59766,-23.0451
greeks|-6.59815,-0.351527,-3.114
cracow|-15.1613,-1.14784,0.00527978
haynes|7.20847,-2.47021,-20.3022
easton|7.62805,-3.44498,-20.0874
broome|-13.1456,-4.10497,7.75226
diamonds|-13.1676,-4.47976,9.7181
koala|-10.4614,24.304,5.48537
koalas|-10.266,24.453,6.51543
autumn leaves|21.111,-7.89191,1.22004
australian ballet|21.4132,-8.87017,0.771743
scarborough|16.1491,6.11079,18.952
gower|16.9274,6.98614,19.3384
south brisbane|21.9958,5.64253,4.82148
pulp|21.7409,4.67848,5.11559
massey|11.0285,8.42281,9.82453
values|16.5471,-16.6232,5.11772
bali|16.4142,0.200274,-3.04476
borneo|16.0911,0.0243893,-4.02541
butler|-8.30708,2.90233,-0.946112
moreton|-15.895,-9.44185,4.35598
bundaberg|-10.4029,-3.96352,-2.36593
raaf|-13.004,-7.20343,-6.21805
tokyo|-5.32516,-7.6485,-0.322721
sanitation|20.6352,-12.1772,4.5617
hygiene|21.0816,-11.8286,5.59308
lhasa|12.9029,21.1319,3.66867
tibet|12.418,20.2354,4.09716
dalai lama|11.8223,19.4496,4.61748
thailand|-5.50331,-3.30533,-3.84683
china.|-2.90998,-4.14547,-4.66294
ayres|3.88236,8.13252,23.566
symphony|-17.7785,2.1075,10.5898
baking|2.27623,14.6267,-0.817689
exhibitions|11.1687,0.000599345,-6.18593
arcade|10.1538,-5.38728e-05,-6.44142
cooke|-9.86937,-9.91935,-6.12524
oysters|9.09658,-14.8812,3.59834
oyster|9.85133,-15.6445,3.63808
hercules.|11.3111,11.4839,17.6007
shearers|9.10331,-21.4251,-3.28501
pastoral industry|9.58949,-22.596,-3.6084
dyer|-14.6001,2.10254,-14.5512
gardening|-11.6095,13.3172,16.856
tractor|-10.57,14.3478,16.401
cinemas|-7.58883,7.12432,-1.52252
coates|-22.1854,-10.8454,-5.18737
overlander|-18.1027,14.2291,2.82482
locomotives|-5.4197,-3.15355,-0.850473
sept|-7.50531,-5.90039,-4.7753
hotel licence|2.16057,-4.18065,11.2899
snooker|0.888902,18.2731,12.3955
spain|-7.39431,1.24697,-4.23196
glen innes|-11.1248,-16.7792,7.43464
crawley|-11.4793,-17.7525,7.86825
peruvian|-3.60125,-1.83409,19.426
peru|-3.36309,-0.926962,19.8112
craven|-2.89204,3.74418,21.2788
monmouth|-2.528,4.11786,22.2874
belmont|-9.89062,-5.37833,19.1845
rookwood|-2.26419,18.8402,-15.4976
beloved|-2.31998,19.3712,-16.3926
squires|-5.9619,1.63665,12.8359
australian military|-4.88774,1.77416,12.6825
melba|11.5587,-0.822318,-19.6001
dame nellie melba|10.7491,-0.109312,-19.5999
destroyed|-3.16362,-4.06291,-0.434787
beef cattle|11.4496,-11.1888,-8.54662
hereford|11.8989,-11.8933,-9.23644
outback|-14.7194,-8.31117,8.77639
athens|-5.19238,1.48457,-3.24433
pakistan|5.28644,14.5073,20.4557
cosgrove|9.89334,7.38195,-4.56751
markwell|6.44189,4.65686,14.3599
edmunds|7.32049,5.1354,13.7038
technical college|-8.06282,-11.0615,19.9074
technical education|-7.01622,-10.8999,19.4872
buffalo|13.9484,-6.98292,-11.7278
thistle|14.911,-6.81681,-12.1041
quotations|-6.10233,-17.7243,16.439
kevin|-12.0975,-18.6097,8.17403
governor of queensland|-10.0073,-21.1329,-9.80711
sir leslie wilson|-9.08226,-21.4588,-9.41095
pianos|-9.03847,14.2431,6.9958
maranoa|-17.5369,-10.6948,4.56275
darling downs|-16.8794,-10.6863,5.19435
mchugh|8.93125,7.18618,25.8506
britt|9.59644,6.49594,26.2567
nazi|-8.28958,-6.43663,-11.0008
kinsella|3.18179,15.9396,-0.431791
adultery|7.46571,10.2833,-6.66329
bonney|8.37145,11.0255,-7.01849
mustang|7.57794,-11.2668,-20.9487
thunderbolt|7.89506,-10.5587,-21.6113
drought|-9.17409,-4.02242,-1.86222
wilton|14.5469,4.72279,14.2709
orchestra|-16.9987,1.15405,9.46326
jensen|7.50531,-2.40729,25.3573
kiama|-0.807923,22.5084,-12.0788
pumps|-0.0623455,22.8268,-12.7689
derby|-10.6338,-11.0004,-11.4099
palmer|-9.00116,0.914822,-6.6912
broadway|2.72956,14.086,19.6001
tractors|-10.9949,15.3156,15.7485
erickson|9.16697,16.6468,-15.5034
brisbane city|9.19003,-3.39528,-0.951346
bills|9.67178,-3.80669,0.027556
guildford|7.28016,25.6448,2.96585
st joseph|6.63498,26.4518,2.90259
cedar|-1.65123,-21.1116,-4.44006
seeds|-1.62426,-22.0854,-4.87018
roberts|-11.4544,0.997537,-7.70981
chatfield|-0.816472,-20.0069,-9.80982
kepler|-0.71219,-21.0508,-9.99319
watercolours|-2.02684,15.2667,-19.2373
norman lindsay|-2.19856,16.0989,-18.6476
phantom|-2.7225,17.2932,-4.67593
valiant|-2.69347,16.1182,-5.98363
convicts|-17.6922,15.0804,6.87308
gaol|-17.053,16.1997,7.09233
marchant|-6.92809,-14.8281,-16.9839
laidley|-6.12533,-11.2162,-19.8295
brownlow|-7.11018,-10.9954,-19.6
baptist|1.90128,1.92422,15.6586
allora|3.40252,11.6488,-4.80016
tumble|3.32824,-2.55077,17.8392
building materials|-7.07591,14.6,3.88356
wainwright|-7.47713,13.8394,4.89489
burra|16.2213,3.3267,-13.3882
barley|16.5753,18.0942,0.799569
asia|-5.72794,-8.16853,-1.24083
coal mining|9.81921,27.1909,7.27625
coal mines|10.4502,26.335,6.99152
observatory|-11.2553,1.45919,-21.1809
south african war|-11.6235,0.998201,-20.3214
boyle|7.82486,-6.67493,10.3533
swain|7.10483,-7.60181,9.85358
handicraft|8.17179,-3.13229,13.3444
inventions|-2.44744,-23.731,8.6006
inventors|-3.09622,-23.8004,9.41767
bulletin|-11.7352,6.95871,-2.36802
fitch|16.912,-2.09379,-9.48369
bevis|16.2322,-2.54397,-10.4044
pineapples|-0.95341,11.1785,-3.28599
libel|9.38692,-20.4503,-6.2676
dougherty|9.29749,-20.9484,-4.87793
picasso|-2.48839,10.806,-19.6
cezanne|-3.13802,11.6977,-19.6036
lewis|-7.47881,1.26693,-8.07558
heron|-9.67234,-17.9044,-9.15152
bees|2.43683,-8.45389,3.49097
pollen|1.93654,-7.53393,3.42139
mcconnel|19.165,-5.97421,-2.48056
mansfield|19.2233,-5.15088,-3.12625
cricket match|8.98634,-18.2167,-9.86274
plough|-9.11833,14.3293,16.0811
jupiter.|17.8309,0.31408,-15.3786
aviation|-11.2404,-1.30264,0.692923
viking|-10.5436,-18.6839,-1.52156
wynn|-0.541872,-15.2556,-18.063
albert st|-1.39665,-15.5654,-18.5766
fairbanks|1.99532,9.8,-21.9039
alaska|1.98903,9.79993,-20.8699
dancers|21.7165,-9.914,0.248014
tyre|5.07372,-20.3145,-14.6012
pneumatic|5.01117,-19.6,-15.2627
opium|-1.39348,24.9072,6.22765
poppy|-1.39002,25.5974,7.05861
cunnamulla|-12.6487,-3.36945,-2.90485
moscow|-2.52791,-0.921741,-7.53704
albion|-13.124,-2.27473,2.26067
john james|10.2997,-19.1927,-6.92498
acting|-3.10279,15.2954,14.5572
forde|-3.30095,14.6448,13.7611
brooks|-7.46178,-6.24798,16.7096
lincoln|-14.5199,-0.804971,-0.614455
drury|15.1261,5.87986,17.9682
peron|14.9055,10.9053,2.99617
argentine|14.5092,11.5391,3.80091
public libraries|5.231,-17.6775,15.0888
librarian|4.87128,-18.6444,14.5358
jewellery|-5.70281,11.3408,2.30361
atkinson|-5.07177,12.122,2.38508
rhodesia|24.2534,7.40905,11.1287
southern rhodesia|23.272,7.52894,11.4508
sheridan|16.7307,-8.07796,12.8805
houston|8.40333,-20.0036,-7.98253
charters towers|15.7767,8.52744,-2.48111
charters|14.9154,9.01036,-2.17645
hooke|7.19229,-9.29659,-0.404398
criminology|16.6697,15.9017,15.3424
muhl|17.5683,15.5355,14.9729
betting|-8.96752,-6.36507,-2.66962
fires|-7.39405,0.00632018,-5.07434
ralph|2.71486,21.2499,4.01401
michael|2.48196,20.3734,3.5115
coulter|-7.37271,14.3942,5.93748
mathews|-8.96972,2.30329,-21.2503
playhouse|-8.77984,2.85257,-20.3461
haber|-2.08316,-3.93423,9.8007
electoral rolls|10.6905,19.8432,1.41745
rolls|10.1906,20.7662,1.42661
fountain|-3.97288,2.9318,19.2735
red cross day|-4.49285,2.58885,18.3306
mcneil|7.58376,0.107532,9.05662
stanley|-15.5496,-0.726416,-2.96042
sheds|9.80001,-21.1219,-2.2546
shearing|8.61877,-20.2417,-2.9256
shea|7.88152,-21.8562,-3.23583
whitehead|14.5999,-13.5776,14.6003
sudan|8.14428,13.3702,3.31955
abyssinia|7.35829,13.1693,2.66662
fitzgerald|-13.9105,1.12329,-8.54829
simpkins|-10.9022,-16.7479,-14.1243
queanbeyan|6.58841,4.01907,24.587
publicans|2.57465,-4.96753,12.0135
darlington|2.63991,-5.56079,12.9379
cabaret|-12.1262,-0.0353098,-10.1301
friends.|22.1045,11.4822,5.65115
cavalry|-16.056,17.5312,1.96189
chauvel|-16.6369,16.482,2.65458
billiards|25.8298,7.9505,6.70512
macfarlane|-14.4829,19.2997,9.79998
mcgee|16.7904,-17.9933,9.7875
boswell|15.9315,-18.7409,9.52337
ecuador|-4.44318,-1.13656,19.5457
duncan|-14.598,0.0786928,-6.88557
baxter|5.68601,12.9776,-6.44567
horace|0.670828,17.581,11.5253
chickens|16.2462,-1.34634,20.4911
chick|15.7021,-0.729681,21.1947
vitamin c|-0.992428,1.19871,9.78766
priestley|-2.09271,1.45648,9.31496
local government|7.45746,-14.1175,-6.27701
cahill|7.00806,-13.4457,-5.75071
mcivor|-1.30768,20.6618,8.86549
dempsey|-0.772835,20.8184,7.97262
netherlands|-8.98549,-1.99418,2.74782
lighthouse|13.1922,17.0275,-10.3485
pyramid|14.2237,16.8781,-10.3974
dawson|7.96983,8.82163,17.6402
wakefield|5.35586,3.19341,-6.09783
stacey|4.95874,2.8915,-4.30013
rabbits|17.2595,-15.2742,-10.5006
croquet|6.86048,4.32528,-13.6201
frost|-10.8846,-4.7481,-3.17074
africa|-10.9616,-0.0215282,-0.898776
trevor|22.7079,-7.90331,6.99543
bellamy|22.0797,-8.68402,7.28561
coward|-9.81926,7.77551,23.5344
noel coward|-8.93834,7.0827,23.5635
primrose|-9.9973,1.39479,23.4609
orphanages|17.5827,0.226783,3.84579
orphanage|17.8781,-0.167576,4.7488
mosley|-2.07913,0.903963,24.7769
oswald|-1.23694,1.36311,24.3853
jackson|-9.91569,-6.12042,-6.24895
vian|-5.54806,-0.899222,19.2509
wallpaper|4.3742,27.2334,7.48493
draper|4.49503,26.2251,7.26708
compton|-14.006,11.3363,-3.51941
lawrie|6.42657,3.7858,-14.6886
mclellan|4.82712,1.97122,-3.3576
sheehan|2.28796,-9.85877,22.1732
mcadam|3.70667,-10.9625,21.547
millionaire|-9.85651,2.4827,23.4834
hemp|8.31991,21.9476,-11.1801
culling|-14.6907,18.1838,10.0594
brisbane c|9.88747,-2.85185,-1.6917
ahern|-3.59836,-7.08559,-18.1871
rigby|12.2104,-7.15559,-17.7941
leighton|11.1882,-7.18224,-18.0399
groom|-7.24713,8.78955,11.5986
weddings|-7.68742,7.92689,12.0002
bugden|0.0542865,-1.8862,10.9371
wintle|8.71544,-6.27677,11.1104
court martial|9.58955,-6.2175,11.8477
weeds|7.35628,22.0162,-11.7193
harding|-13.2935,17.0115,-14.2215
lord mayor|-13.0467,17.7229,-14.9346
chopin|-16.687,0.226709,11.671
cleveland|-11.4023,-2.91478,2.51179
nathan|15.0812,3.68333,-13.2867
lucy|-11.0068,-10.3776,-10.4186
planes|-8.1575,0.479915,-4.71069
flute|-18.4981,6.02865,11.7357
john charles|-12.2707,-20.9573,4.562
waugh|-12.4685,-20.2749,3.78794
bolger|14.8236,2.51725,2.39176
congo|5.39381,7.744,9.80007
chad|5.09795,7.09583,10.5543
redfern|-11.4084,-3.13998,4.96107
russians|-2.0779,-0.365534,-6.67611
jeweller|6.57616,-24.0914,8.40002
police force|7.83201,9.62487,-4.89136
freud|14.3217,-1.11017,7.78738
meehan|8.96639,-1.60096,22.6607
cambodia|22.3773,10.0727,-1.10373
laos|22.4862,10.1636,-0.0867001
zephyr|8.93529,9.01171,23.0407
scamp|8.25341,8.34883,22.5931
dove|6.81857,4.33694,15.415
garland|-0.537837,4.65237,6.18009
bassett|6.60017,4.46195,-10.0921
radford|-7.64995,12.8116,5.06353
priests|11.6161,-15.5919,-15.8821
missionaries|12.5686,-15.3588,-16.2578
clergy|1.0143,-19.2025,-14.6916
mckie|1.08056,-18.4746,-13.977
daley|5.60851,5.47697,14.3684
pinn|8.05731,-3.44777,22.5025
crawford|-6.24917,15.42,-1.72608
mccarthy|-6.2884,16.2392,-2.35316
goldsmith|3.23612,-19.5997,11.8106
davey|4.51906,-19.6318,11.979
forster|-6.91906,12.7987,4.07345
middleton|-6.07783,12.1995,3.01275
fearless|3.37016,9.68375,-7.33482
spicer|3.36332,-10.9998,20.6035
sampson|6.65822,8.65368,-21.801
millen|6.04727,9.48446,-21.8973
collett|6.95477,-6.53369,9.7768
tangney|5.98199,-8.14849,9.80003
classical music|-12.0112,-2.10182,20.3795
highways|-12.8148,-1.99418,21.0246
contemporary art society|14.6883,0.337464,9.34205
deacon|8.49437,6.84874,5.97403
costello|10.7291,-7.21282,8.14655
water board|9.40389,-1.94803,-0.410456
jobson|10.066,-4.80861,6.29285
troops|-8.60695,-1.25785,0.0419435
columbia|-17.605,13.8056,5.67748
randolph|0.952614,18.7332,14.5323
yarraman|14.2506,0.564129,16.0624
anstey|12.9902,0.763342,16.0893
forest hill|5.14913,0.323222,9.16293
guardian|11.6322,1.03148,16.1301
cambria|11.2989,0.0453778,16.7265
waldron|10.2941,19.8152,-10.3947
quarantine|11.2567,1.16726,14.8454
emerald|-11.4527,-9.86677,-11.6557
jane|-11.0026,-9.93146,-13.275
daniels|-9.94903,-18.8133,-8.39994
lyon|-10.093,-19.5761,-7.57628
sari|-18.0066,-13.8344,-11.3666
sewerage|9.31926,-0.921539,0.0987783
hepburn|3.85271,17.0584,-0.189613
mcnally|4.53626,17.9725,-3.12641e-05
fiji|17.7811,-10.0124,-13.9662
samoa|18.4807,-9.84039,-13.2021
bowling|-14.7352,9.80258,-3.4702
cooroy|-15.7679,-11.2201,14.8565
muston|-16.5773,-10.8625,14.1452
petersen|10.8377,-7.82034,-13.3709
mcnamee|11.0202,-8.8561,-13.081
public health|10.6756,1.81753,5.27746
doherty|21.1575,-5.14738,9.76944
fertiliser|-13.1911,7.38222,-19.6001
ammonia|-12.8175,8.07995,-18.9177
camden.|11.0027,1.17421,13.7154
air force|-6.88742,1.44839,-1.44779
stratheden|-1.81876,11.9109,18.9311
freshwater|20.5813,-0.309425,8.7733
marsden|-3.22264,-0.735668,-22.3254
brunt|-3.05638,-0.857059,-23.4048
rosewood|-11.9051,-10.4012,-9.98906
siamese|2.16076,-1.01056,20.671
attitudes|9.69429,-13.7429,-16.4009
children's hospital|8.90341,-13.399,-16.962
lancashire|5.57496,15.9961,11.7703
somerset|6.4034,16.0124,10.697
americans|-7.81756,-0.31809,-1.92841
camden|-12.7423,-9.79978,-12.6415
wide bay|-16.9328,-11.6912,4.42732
markham|9.63249,-15.5389,10.6343
norman|-7.52808,-0.789145,0.00454843
vock|11.5805,-7.39695,8.86471
mace|17.3972,3.1822,-12.0555
mildura|-15.5457,-4.69679,-2.12981
abraham|-1.73495,21.8964,-6.00384
brindle|-2.33599,22.0747,-6.81961
tarlington|-17.7886,-12.7241,-10.1026
mccann|10.9324,12.3117,0.188627
grigg|8.56556,9.78272,-3.98516
mcnulty|9.20563,9.80006,-3.10495
cobbers|1.84017,19.8165,-2.5287
thomas wood|0.920272,19.6837,-2.98683
macdonald|-4.14279,-1.42557,-4.80826
metcalfe|3.59995,-19.0343,14.2309
briscoe|6.77176,-3.20979,-19.6382
schooners|12.5311,13.6688,10.9244
howitt|20.091,-10.7031,-3.86267
prometheus|18.8881,-10.562,-3.29195
mulcahy|-16.8176,-11.4752,7.46125
kearns|3.38782,13.8875,-0.484543
portraits|9.79985,-9.19404,-3.10767
paintings|9.79992,-8.28362,-3.62186
locomotive|-4.10735,-3.76697,1.0064
masonic|-0.191119,2.54942,-21.5045
bayley|0.0569206,2.48698,-22.5386
international law|-0.643971,-11.4983,-19.7253
gauntlet|20.4453,-11.3407,-5.11878
brands|-0.480214,9.80151,-5.12596
busby|15.3362,-4.81043,0.238035
ramsden|14.7196,-5.36144,0.87671
woodward|4.76391,14.1729,-5.87092
sleeping|9.48819,-20.8075,7.71021
mail train|9.74153,-21.8424,7.48327
calcutta.|4.88664,13.1041,21.1601
queensland floods|4.81851,-1.64599,-22.9768
bradfield|3.76849,-1.40301,-23.0157
hospital ship|-0.287636,-10.4379,-21.0372
bode|-2.25017,-24.4,-1.61348
wallet|-1.52193,-23.694,-1.38864
mullaly|-18.9827,-10.3104,4.55765
barrow|5.98322,3.83878,-8.1025
shopkeepers|5.20034,3.28461,-8.58874
dawe|3.61927,-8.31632,6.63283
whites|3.60624,-7.29104,6.82673
australia day|-4.22856,7.80496,18.8142
highgate|-3.77879,7.69705,19.9431
randell|-17.4371,14.138,4.5609
corroboree|18.2138,5.28879,9.24957
loftus|18.3574,6.32057,9.35141
vogue|16.9393,-14.3881,-1.44126
briggs|6.11328,1.80163,19.2443
zoology|6.28428,1.86551,18.1916
surfing|21.8009,-4.14239,-1.29234
sharks|22.8288,-4.28077,-1.15602
cleopatra|0.695915,9.70868,-5.31705
parcel|-14.3603,-3.54907,-0.77718
neville|-18.617,0.326029,10.5472
wells|-8.35543,-0.116226,-10.5979
bougainville|-8.99967,-3.2309,0.00385913
blackburn|-3.57608,-6.195,14.3413
collier|-10.9252,-4.66506,-11.019
red army|20.1098,8.80313,-9.92204
railway stations|20.9412,8.18992,-9.84281
macbeth|21.4047,3.04295,-7.60567
fitton|21.9562,3.75683,-6.98329
lang park|9.80019,6.82571,-3.45407
charities|-2.32389,-17.9231,-16.04
buttons|-2.85267,-18.7776,-16.3027
libraries|3.04758,-18.6267,15.7836
skidmore|10.9536,7.33435,4.92511
women's land army|10.6443,8.34256,4.86134
pidgeon|-9.5687,-7.12897,-17.5317
john scott|-9.91007,-7.89483,-16.8523
anthropology|11.3877,16.7784,-14.8392
baldwin|3.57367,-6.75992,17.5019
hanson|3.47808,-6.18841,16.6304
crisp|-17.1682,-12.0879,-13.9491
springfield|-17.0335,-12.4136,-12.7615
surrey|7.35747,16.3629,10.2121
surrey.|6.96096,17.2608,9.46251
dies|-3.85219,3.78765,-22.465
diesel engines|-3.95932,3.76415,-21.4181
redmond|-12.5844,-10.9598,-10.8433
jonathan|-2.47867,9.80106,-3.20128
stalingrad|-9.83148,6.85047,-18.9678
caucasus|-10.102,7.72875,-18.4852
schneider|2.90482,-18.7518,11.006
scooter|-10.4452,-21.7853,1.62554
santa cruz|-10.7102,-20.8373,1.26352
nichols|1.46258,-23.5298,-2.28196
richter|2.24094,-23.9274,-1.72365
falconer|2.24442,-19.1048,12.1816
orford|-2.95862,1.95774,8.841
guyatt|-3.15218,0.98148,9.11859
cabbage|-1.75525,9.80139,-5.75252
brooking|-2.15974,2.55675,9.14238
hopper|-4.17816,24.1844,9.68793
grasshopper|-3.85365,23.1527,10.0184
venn|17.943,0.0732561,-12.7881
parts|-15.5442,-4.1696,-3.32458
aylward|2.89604,14.9134,-1.8561
dillon|-10.3739,-9.79864,-11.8202
families|-13.443,-7.61648,13.8265
marks|-14.0069,-6.76575,13.7543
harle|17.8505,4.4177,-13.0075
firearms|7.73049,-9.37091,8.33646
lawless|7.27973,-8.69072,7.67882
racehorses|24.0633,0.048927,11.1573
racehorse|23.3126,0.554445,11.6583
pyramus|-1.3671,-19.3785,-10.4354
oxford|-11.9987,-9.79978,-10.7688
dresden|7.74567,10.9469,6.40844
saxon|6.777,10.5806,6.19957
healey|2.26965,-19.5972,10.8573
social work|12.4139,16.0454,16.702
social workers|12.6777,16.8256,17.41
bowd|-10.2434,24.2801,2.19192
quinlan|-10.825,23.4356,2.07638
gatton|-14.6741,-19.1074,8.92068
moravian|-14.0358,-19.6558,9.60863
arnott|8.45399,10.0752,-7.31433
sheehy|6.22063,3.86404,-5.62713
nairn|3.57418,-20.8594,-10.0521
groves|3.51735,-21.8992,-10.139
rugby union|-10.386,-8.38473,-1.14555
maher|-11.3105,-8.84782,-11.2601
police department|9.89184,9.2124,-4.80982
carney|9.4413,9.12243,-4.0624
